coupon,currency,driver,fact_km,order,plan_km,plan_time,user,zone
,RUB,46395068,21.829,37932760,18.82661189427264,29.883333333333333,4078652,troick
,RUB,46653344,14.808,60882806,14.840296577788044,19.,80626196,moscow
,RUB,39634995,4.006,8943606,3.6211085024372736,15.6,71265661,moscow
,RUB,4121681,3.069,27040802,2.4849660764465886,7.316666666666666,97182912,moscow
,RUB,90637045,4.358,341320,4.353304905985616,12.283333333333333,17337283,moscow
,RUB,22227102,11.015,95366508,6.3436407889052395,12.183333333333334,14309984,moscow
,RUB,37772678,31.109,06429763,24.652725249160078,42.21666666666667,97747635,moscow
,RUB,90637045,2.779,15026758,2.7562656120792677,6.383333333333334,15635524,moscow
,RUB,54348592,5.619,87927565,5.226241335396104,11.1,6656313,lyberci
,RUB,41522328,12.261,95412995,12.085828940114341,21.566666666666666,10782946,moscow
,RUB,03076344,1.085,37495417,1.6776366767524868,5.75,20118668,dolgoprudniy
,RUB,36931055,8.619,3062447,8.1997626349713,25.833333333333332,503197,moscow
,RUB,7433242,null,60429412,4.8137990589535296,7.466666666666667,98463779,moscow
,RUB,4272851,null,69182119,105.47947548975715,245.43333333333334,79774019,moscow
,RUB,56872166,8.145,0923202,8.618285131982121,21.116666666666667,04780929,moscow
,RUB,37772678,14.339,33326945,14.883080876508696,25.85,14926111,moscow
,RUB,40454339,12.812,11698255,7.043989266832695,16.283333333333335,2949925,moscow
,RUB,86751570,7.165,10500759,1.8628272843998268,7.45,83107329,moscow
,RUB,23235860,7.215,57908682,7.23738906047806,13.75,49233407,krasnogorsk
,RUB,83844849,32.513,37986906,32.70049205349893,43.55,86973555,moscow
,RUB,98111392,23.629,66172747,23.47771873200832,44.13333333333333,00532092,moscow
,RUB,93261902,1.95,6477523,1.4816461329056465,4.4,12852036,moscow
,RUB,7433242,null,91787287,11.82382167309045,21.766666666666666,86482934,moscow
,RUB,54727714,3.844,50534789,4.012859304028891,10.683333333333334,26423156,moscow
,RUB,16238153,13.283,0186827,14.634970602269265,30.266666666666666,39021480,moscow
,RUB,36931055,9.933,53464939,9.820134553320091,21.233333333333334,42384542,moscow
,RUB,76028546,null,47947304,2.640910353661276,6.916666666666667,98239774,moscow
,RUB,41522328,38.138,54040586,38.145387631829585,34.9,13788840,himki
,RUB,56872166,null,69549886,3.7195658977153334,14.383333333333333,62948985,moscow
,RUB,6652205,74.889,69984739,56.08537398077999,89.71666666666667,0680083,moscow
,RUB,76028546,13.896,23522661,8.765445508728313,20.65,99215751,moscow
,RUB,94414125,null,13932181,1.5649448087347482,4.7,00373174,moscow
,RUB,03357926,10.936,92215101,3.9556889805882807,8.283333333333333,7716267,moscow
,RUB,01459241,22.758,72574909,20.20580441225911,27.883333333333333,8014851,moscow
,RUB,06633550,25.799,63354225,26.261351926434646,53.916666666666664,00960910,balashiha
,RUB,86065307,2.328,75597722,2.6065434221899317,9.516666666666667,59961913,moscow
,RUB,92121386,1.148,08349813,1.337960668057714,3.0166666666666666,67184665,podolsk
,RUB,86438608,4.553,7541570,2.7641273287143817,10.233333333333333,53316706,moscow
,RUB,54131153,7.03,41006642,7.198799002256448,12.666666666666666,45622012,moscow
,RUB,22383534,2.206,57686258,2.1622927495642106,6.983333333333333,5459215,podolsk
,RUB,36098567,null,66975620,2.242043937504079,9.133333333333333,58991086,moscow
,RUB,3123193,36.652,8657969,36.88129274296537,48.86666666666667,93620805,dme
,RUB,76028546,3.836,34028086,2.9202752867337978,9.,95854744,moscow
,RUB,02110926,17.907,6600031,14.145391227373691,28.6,9786689,moscow
,RUB,83844849,null,2521521,39.016651665798875,76.75,85204275,moscow
,RUB,36931055,2.682,67898849,2.3190767664337653,7.966666666666667,23415268,moscow
,RUB,93261902,36.743,88316268,36.72915448297512,40.21666666666667,9695414,moscow
,RUB,52466634,21.598,86466045,18.986479036587077,29.783333333333335,87193594,mikhnevo
,RUB,48955393,6.772,16490441,6.0523285308825665,16.533333333333335,72297355,moscow
,RUB,16238153,3.879,07573135,3.7569059429595426,10.316666666666666,82223817,podolsk
,RUB,54348592,2.43,79401093,2.4014241404291443,5.883333333333334,89682508,moscow
,RUB,92121386,5.428,40924549,5.218610323558105,9.833333333333334,7958698,podolsk
,RUB,21631633,null,7649637,14.683555381538994,17.716666666666665,5462351,moscow
micro_code,RUB,48955393,3.831,86439042,3.9718293144667394,7.816666666666666,4858814,moscow
,RUB,17144870,3.468,37955300,4.20111738305205,8.333333333333334,38389266,odincovo
,RUB,7433242,28.906,78591455,26.562059375013238,31.75,62626177,moscow
,RUB,92121386,4.563,96728780,5.069283081064716,12.483333333333333,9867700,podolsk
,RUB,98111392,10.344,97551835,9.619281393128627,29.166666666666668,60001125,moscow
,RUB,01459241,12.428,21098851,13.360220016576921,22.85,27712835,himki
,RUB,22227102,1.754,00953796,1.5427113041019682,5.616666666666666,01554123,moscow
,RUB,39634995,2.81,83823190,2.8587936887294956,8.966666666666667,21929380,moscow
,RUB,22383534,null,8395102,7.1936142541071115,14.366666666666667,1707922,podolsk
,RUB,75540182,45.837,37483687,45.37112121810748,65.11666666666666,01386193,svo
,RUB,00125920,41.908,60275121,41.86494659425003,49.43333333333333,2409916,moscow
,RUB,4121681,7.743,43180228,7.72847200815809,9.85,05906644,moscow
,RUB,729088,17.575,54791913,20.540475537645538,37.35,86923810,lyberci
,RUB,94414125,1.69,3621951,1.8762279101511585,4.65,53907139,moscow
,RUB,22383534,4.522,4952569,4.373121124223942,9.216666666666667,9403763,podolsk
,RUB,41522328,7.346,4645511,7.473201146518947,22.966666666666665,1432839,balashiha
,RUB,56872166,2.449,42070685,3.0463324180507536,9.983333333333333,92790270,moscow
,RUB,17144870,2.348,54696488,2.5663946505497335,7.333333333333333,69845167,moscow
,RUB,18264942,30.256,62782246,26.197748050962545,36.9,53353615,mikhnevo
,RUB,54131153,24.083,2539384,18.063377471403143,45.71666666666667,44101438,moscow
,RUB,21631633,14.124,49805187,14.088974622005011,16.483333333333334,41056340,moscow
,RUB,96732632,6.39,54384639,6.4198896218904205,23.95,99889417,moscow
,RUB,7433242,null,17694950,3.3719512612988445,8.933333333333334,95405995,moscow
,RUB,4972061,null,1762593,114.07980974738017,244.48333333333332,53396197,moscow
,RUB,03076344,1.623,89936230,1.911325052225694,6.983333333333333,67832090,dolgoprudniy
,RUB,92121386,1.592,35267866,1.5693337097152598,4.833333333333333,34719213,podolsk
,RUB,7433242,3.975,21297063,3.5619916406794174,10.8,4784387,moscow
,RUB,22880700,5.609,81146415,5.815043914371599,14.016666666666667,71142644,pavlovskyposad
,RUB,27318902,29.591,29850730,23.496065826346364,47.2,8607273,lyberci
,RUB,79861330,23.319,7317810,22.93604243375308,39.13333333333333,35221528,zheleznodorozhny
,RUB,0490789,11.215,46056702,6.5405249583697005,30.833333333333332,04981212,moscow
,RUB,36098567,null,3465997,1.4474148445870991,6.166666666666667,58991086,moscow
,RUB,29119385,15.907,57764553,5.514074688132078,21.533333333333335,33004755,moscow
,RUB,9112469,85.463,60686417,83.50735409685221,120.85,46238700,korolev
,RUB,4121681,15.381,15553582,6.633054678483923,25.15,95079699,moscow
,RUB,94708038,null,99009507,4.736249641454947,11.616666666666667,74334563,moscow
,RUB,93261902,2.317,16360084,2.3232226499115463,7.183333333333334,77047084,moscow
,RUB,65014768,null,88428222,7.356470268920851,35.3,61701971,moscow
,RUB,75540182,2.82,43092078,3.0036048377910842,6.666666666666667,26245994,podolsk
,RUB,3123193,null,31832286,10.000454812762154,22.833333333333332,04469430,moscow
,RUB,82646235,3.046,9502263,3.01715191300371,16.566666666666666,8750735,moscow
,RUB,60828053,null,85086274,23.266321089268224,43.11666666666667,03541619,moscow
,RUB,65014768,26.452,04608548,3.0063465047580573,16.15,88437891,moscow
,RUB,6491296,null,31957612,46.020459867455266,54.55,18158931,dme
,RUB,56475593,null,49800579,4.190162196351937,10.766666666666667,0285392,moscow
,RUB,6491296,null,09418077,51.88157315310869,46.95,18158931,dme
,RUB,81854651,null,94121168,4.819391623007915,15.266666666666667,2279844,vidnoe
,RUB,81854651,null,87339333,3.2894142725841737,8.633333333333333,75703867,vidnoe
,RUB,68827832,null,59903525,2.2312407828715606,7.983333333333333,79027488,himki
,RUB,81854651,22.936,09331286,23.03396823751262,32.13333333333333,67832084,vidnoe
,RUB,36098567,null,89346995,3.1891000635318063,9.733333333333333,68812399,moscow
,RUB,56829931,3.274,08264651,3.2929217368542543,6.766666666666667,51247200,odincovo
,RUB,10832805,null,62265547,1.2944315796366566,7.95,41194569,moscow
,RUB,60828053,null,84104053,9.53673799483653,21.416666666666668,62516689,moscow
,RUB,40371096,11.418,12277560,11.320108741565322,24.283333333333335,34724505,balashiha
,RUB,6491296,38.003,28465798,38.101056186766684,39.28333333333333,3629158,dme
,RUB,22643084,7.763,67151201,6.963382635150751,13.6,03031002,moscow
,RUB,11213429,null,56371436,1.5628879235715563,5.233333333333333,48142772,moscow
,RUB,3123193,17.82,51416615,18.352611444563298,40.53333333333333,28305112,moscow
,RUB,76028546,7.138,52003287,7.193926905770463,14.633333333333333,86860111,moscow
,RUB,22643084,0.988,41796207,1.021409246473746,3.75,8615574,moscow
,RUB,56872166,22.598,8885630,8.633613751815643,25.216666666666665,9229656,moscow
,RUB,03357926,4.599,64549533,4.593025444434228,10.55,75738982,moscow
,RUB,71032566,9.315,8493457,9.381487850497615,15.383333333333333,87690450,moscow
,RUB,65014768,34.325,28452932,29.51655301375312,45.21666666666667,64869430,moscow
,RUB,2195293,null,30689571,8.869154202772535,13.483333333333333,13684808,odincovo
,RUB,75540182,3.205,13308071,3.1928141302520374,9.116666666666667,07805877,podolsk
,RUB,60828053,10.339,69492180,10.586159321690182,38.86666666666667,320810,moscow
,RUB,668817,null,1674798,0.740339114704476,12.933333333333334,55730624,korolev
,RUB,93261902,1.814,1232457,1.8746838532617482,5.883333333333334,9837493,moscow
,RUB,6491296,null,02622898,87.77825450853,103.1,12496184,dme
,RUB,33444546,null,2632258,0.932427740338511,5.166666666666667,58991086,moscow
,RUB,1996092,7.514,88052512,8.380812333608466,18.55,78777829,lyberci
,RUB,3123193,null,50684913,2.7816086184324385,9.2,39084223,moscow
,RUB,82646235,9.081,51379614,9.096308035153914,18.45,71936114,moscow
,RUB,34460884,3.6,9682061,3.6508996888284413,10.8,4686828,moscow
,RUB,6491296,null,5224615,60.19051219505831,76.03333333333333,60104389,dme
,RUB,22383534,17.384,28913533,17.514788351121723,21.45,90679555,moscow
,RUB,1011989,null,07345191,9.746250587544655,16.716666666666665,91229599,mytishchi
,RUB,98111392,2.679,78856755,3.599273482239034,8.766666666666667,60899727,moscow
,RUB,22643084,4.736,28294328,4.816389817939666,12.533333333333333,35643405,moscow
,RUB,56872166,3.545,75623498,2.3052948312403494,4.666666666666667,74782211,moscow
,RUB,82646235,6.963,13827399,7.21702828692556,15.6,1715306,moscow
,RUB,56475593,null,86307878,1.020454623316677,4.116666666666666,43916026,moscow
,RUB,10155951,12.277,73140245,12.366997548672563,15.583333333333334,2385221,chehov
,RUB,73632113,null,3035148,1.0499066150125356,4.366666666666666,50564894,moscow
,RUB,7433242,null,19170149,30.678569370229148,42.8,17260467,moscow
,RUB,3636635,null,25826047,4.1181463494155945,11.316666666666666,93005217,moscow
,RUB,18264942,0.001,10462455,1.3887224745819358,3.466666666666667,1472326,chehov
,RUB,75540182,5.061,3520442,5.092612736594013,14.166666666666666,90158476,podolsk
,RUB,83844849,4.458,72180962,4.641548861943721,8.933333333333334,30671340,moscow
,RUB,75732898,51.087,6592147,40.55185370357303,58.55,49393016,moscow
,RUB,56872166,null,80627602,2.79419732611552,8.433333333333334,04574460,moscow
,RUB,66809212,null,36644279,5.880006308909592,13.433333333333334,00469423,krasnogorsk
,RUB,21292414,null,41671631,3.952912107671212,11.616666666666667,40635264,moscow
,RUB,22643084,4.775,80244346,4.838122112876604,12.55,94402648,moscow
,RUB,31907185,null,3825370,1.3087521357219776,4.283333333333333,99251227,moscow
,RUB,56872166,3.628,88765258,2.490773831034548,5.716666666666667,27549167,moscow
,RUB,5993642,4.412,01613750,4.424987654770127,11.666666666666666,99850511,vidnoe
,RUB,81854651,41.969,28641219,25.06734594477979,39.53333333333333,0386612,moscow
,RUB,94708038,null,23712487,2.762000020489619,8.233333333333333,67446265,moscow
,RUB,66809212,null,82372773,5.178504532466215,11.2,82254313,moscow
,RUB,12700954,2.385,8594423,2.918950747325335,6.716666666666667,91397188,serpukhov
,RUB,74391989,11.358,1553788,11.120153431769593,18.9,61541956,moscow
,RUB,98111392,28.992,91652353,28.636648002758825,32.15,2659521,moscow
,RUB,56872166,4.275,20562850,2.8416342628925984,6.,7796747,moscow
,RUB,46051150,null,807552,4.971776951340898,12.383333333333333,06591799,moscow
,RUB,46653344,40.591,6784068,41.193398449192,46.93333333333333,56484672,pushkino
,RUB,71032566,22.412,19425333,12.812246210715777,32.68333333333333,6743620,moscow
,RUB,18264942,6.082,52905407,6.24860476477279,9.816666666666666,99237051,chehov
,RUB,36098567,null,79443132,1.0910556129168687,4.9,58991086,moscow
,RUB,10832805,null,93760196,2.2545029201152365,9.083333333333334,41194569,moscow
,RUB,34460884,null,191517,29.362621760390514,56.31666666666667,08487765,moscow
,RUB,83844849,14.245,8239597,14.203168690454078,18.316666666666666,44239443,moscow
,RUB,3536466,77.088,33794142,76.44848094946892,76.63333333333334,97069265,moscow
,RUB,76028546,23.328,85416533,25.97940634862103,38.06666666666667,08519683,odincovo
,RUB,86751570,4.589,25329467,5.2300528663872665,11.533333333333333,17326857,moscow
,RUB,82646235,15.143,0075699,15.1329607557688,18.716666666666665,8014425,moscow
,RUB,22383534,31.577,10887936,31.610654297317602,34.666666666666664,64915267,moscow
,RUB,9112469,53.292,47294619,52.40905200571726,81.71666666666667,8658627,moscow
,RUB,0635650,2.144,03130410,2.1216241372300852,4.6,70702234,zheleznodorozhny
,RUB,22643084,2.657,43755971,2.9455220433022924,8.9,6422785,moscow
,RUB,56872166,6.177,26743891,4.6494158824435745,10.,6426582,moscow
,RUB,66809212,null,04243812,4.2419505833173385,8.1,71926975,moscow
,RUB,5993642,22.422,7219666,22.7252334461909,39.05,88265935,vidnoe
,RUB,25217205,24.176,2799795,24.17332716535009,29.433333333333334,25748121,moscow
,RUB,74391989,6.524,9751973,5.980046592960091,13.716666666666667,87468470,moscow
,RUB,81028125,2.033,2371503,2.4211032615747405,6.,01949687,lyberci
,RUB,9871171,null,82693238,3.106256410427693,11.716666666666667,08531153,moscow
,RUB,6383411,1.425,77875977,1.397981677004015,6.4,26567583,moscow
,RUB,93261902,null,66130145,1.1460977796224316,4.733333333333333,16848287,moscow
,RUB,7433242,23.373,16362101,23.372854964683984,42.833333333333336,76003705,moscow
,RUB,2195293,null,6160257,8.482788216587927,20.2,52691743,moscow
,RUB,40454339,4.5,82130544,4.865601147534111,9.816666666666666,93546747,moscow
,RUB,68827832,8.209,1750731,8.708535927083943,31.4,90615785,himki
,RUB,93261902,1.419,3158325,1.4572668243596236,5.966666666666667,75032670,moscow
,RUB,56829931,5.416,3858845,7.107418996394552,15.533333333333333,9066284,moscow
,RUB,12197671,null,62167935,6.574569950496259,25.316666666666666,01669775,lyberci
,RUB,75732898,11.663,86469500,11.683208539810973,16.2,50382356,ramenskoe
,RUB,46051150,5.317,44838628,4.927885919875775,16.55,48165306,moscow
,RUB,28970907,null,83502870,9.956100596020546,21.616666666666667,89878892,moscow
,RUB,86751570,25.104,62939734,25.236711276090894,32.916666666666664,0294151,troick
,RUB,7633888,2.019,98748773,1.282804920506982,4.616666666666666,31466422,moscow
,RUB,54360071,12.488,29452670,12.29006888276794,22.866666666666667,37311131,ramenskoe
,RUB,94708038,null,88103246,2.3070228349642794,8.016666666666667,00334335,moscow
,RUB,2233476,6.807,96399976,6.710455361808816,17.8,09137897,moscow
,RUB,56475593,null,40576762,6.6199876174492225,13.266666666666667,49252553,moscow
,RUB,16238153,null,81189426,146.9518512649621,174.28333333333333,88425368,moscow
,RUB,6775412,49.27,46774766,49.099824436830396,45.63333333333333,07902516,domodedovo
,RUB,82646235,null,3948496,12.52849364865142,38.18333333333333,0624957,moscow
,RUB,1996092,null,17085922,3.8263811599860156,8.2,60335220,lyberci
,RUB,81854651,4.903,7361125,4.87007815068726,13.45,09643408,lyberci
,RUB,29119385,21.29,07374801,20.18776553690668,55.233333333333334,63247183,moscow
,RUB,20999223,7.901,57507981,7.94706869322799,10.883333333333333,4662732,serpukhov
,RUB,6383411,19.751,40518517,18.906387541100422,21.7,0605489,moscow
,RUB,38907466,19.155,4853800,17.031947479758752,27.066666666666666,2001816,moscow
,RUB,1794032,null,58959507,2.7243628022050204,5.316666666666666,55759020,moscow
,RUB,46395068,4.552,32150678,4.74825519209358,8.916666666666666,79530891,electrostal
,RUB,83844849,2.49,43352669,2.757246950602945,6.816666666666666,3831585,moscow
,RUB,1794032,2.556,64784795,2.828685919715711,6.65,56516806,moscow
,RUB,6491296,14.425,7994384,12.691177416774458,19.966666666666665,897144,moscow
,RUB,1996092,4.68,2441739,4.913704773987317,11.2,497209,lyberci
,RUB,46395068,2.695,44770409,2.7131739691190364,4.583333333333333,89643264,electrostal
micro_code,RUB,54131153,28.68,8573535,28.740753290820194,33.13333333333333,58485010,moscow
,RUB,1794032,null,2038171,11.402532694037406,28.15,68254542,moscow
,RUB,6491296,null,19727873,4.074068068667094,11.8,72467199,moscow
,RUB,94414125,5.851,36252349,6.300651654361395,12.333333333333334,80605867,moscow
,RUB,6383411,24.052,59670358,23.907674874956495,30.483333333333334,989341,moscow
,RUB,6491296,null,54440688,17.71147136725137,20.633333333333333,73931064,moscow
,RUB,54131153,null,6605497,20.66252334613034,28.8,6137444,monino
,RUB,83844849,5.931,98123324,5.926580874899647,11.616666666666667,9661713,moscow
,RUB,54131153,null,06552961,41.71213706113339,50.86666666666667,5203499,pushkino
,RUB,94414125,null,84310682,26.70522373200948,30.616666666666667,40861338,moscow
,RUB,1996092,1.711,3578009,1.7111951321522971,4.766666666666667,48160156,lyberci
,RUB,94414125,4.506,41815089,4.632334416155534,9.65,53209213,moscow
,RUB,74391989,17.983,48612735,17.956564777477745,18.916666666666668,12515435,krasnogorsk
,RUB,46395068,null,8755798,6.990601652777219,9.85,82238487,electrostal
,RUB,46395068,14.95,90031321,14.98517771445579,15.3,8118932,electrostal
,RUB,54131153,null,5953195,12.384074863079618,18.8,0629077,monino
,RUB,46395068,93.911,31591101,95.84536040460883,82.43333333333334,4057765,electrostal
,RUB,86065307,26.883,84732786,22.375231568886427,23.266666666666666,51192140,moscow
,RUB,94414125,10.51,5720504,10.879905363720864,18.666666666666668,05216730,dzerzhinsky
,RUB,94414125,null,800302,0.6881719709638282,1.9833333333333334,86843307,lytkarino
,RUB,86065307,15.156,52945304,15.24726596264072,15.35,40540386,moscow
,RUB,05023189,5.443,07876332,5.486516217145797,8.433333333333334,93112688,moscow
,RUB,54131153,83.646,43716427,72.76142653348168,75.18333333333334,1739522,pushkino
,RUB,6491296,28.264,56090061,23.07725507636929,28.466666666666665,34325767,moscow
,RUB,74391989,59.381,68560569,58.13237002308161,54.516666666666666,2305253,moscow
,RUB,1996092,3.67,02201136,3.78288835633675,10.283333333333333,39460353,lyberci
,RUB,36931055,24.233,88843798,10.576596138539935,16.383333333333333,8458355,moscow
,RUB,94414125,8.786,84138754,8.755618503072212,10.966666666666667,03871575,dzerzhinsky
,RUB,6491296,29.676,66150677,29.686340389448876,29.95,61914846,moscow
,RUB,86065307,1.736,97742185,2.84875396247612,4.316666666666666,3649384,himki
,RUB,83844849,11.38,28056581,11.570235770166391,16.683333333333334,63358511,moscow
,RUB,58984135,66.563,16875425,52.54872663120177,55.03333333333333,32280288,moscow
,RUB,16238153,3.624,47766799,3.580422173533805,7.783333333333333,7880726,podolsk
,RUB,54131153,13.371,26472131,13.648982964682192,20.633333333333333,73448414,vko
,RUB,01459241,31.864,487766,31.922028976743498,32.31666666666667,66206212,moscow
,RUB,74391989,37.661,12991273,37.54337252730781,39.78333333333333,4171000,moscow
,RUB,46653344,53.699,3384979,53.41854308612491,56.016666666666666,7580836,pushkino
,RUB,86065307,3.422,60512225,3.362495001430489,5.2,72325723,moscow
,RUB,54131153,31.497,77490441,30.32752930384361,32.5,8605794,odincovo
,RUB,1996092,20.936,36907590,23.293841192180416,31.316666666666666,38389286,lyberci
,RUB,9871171,null,5301731,3.2224360979327105,10.766666666666667,19158169,moscow
,RUB,0990780,3.394,9867197,3.444914806156036,9.8,30909551,moscow
,RUB,22227102,3.038,04334309,3.132441894552118,9.116666666666667,86449806,moscow
,RUB,83949882,13.402,3593307,8.65284058405754,17.45,46110988,moscow
,RUB,04452599,38.641,27282318,23.87614755803264,47.483333333333334,05962154,moscow
,RUB,92777159,null,1697903,0.6077705212037594,4.633333333333334,03659318,moscow
,RUB,4121681,5.292,49106584,5.265148520713381,12.9,97402038,moscow
,RUB,56475593,null,6578992,1.1754684849160215,4.75,35001954,moscow
,RUB,76028546,8.267,87826044,11.219469045988948,20.166666666666668,35427126,vidnoe
,RUB,729088,11.392,7780509,11.333314154275486,24.15,46781221,moscow
,RUB,67724939,1.92,01267998,1.9250733724416476,5.483333333333333,7411749,narofominsk
,RUB,6383411,57.864,77649953,50.962417501267595,87.68333333333334,58045724,moscow
,RUB,67724939,2.409,86601098,2.2646793004225665,5.8,78959553,narofominsk
,RUB,11213429,null,01183416,1.8723559766625777,6.,52691743,reutov
,RUB,73632113,null,7885342,18.82062315952808,24.15,01302386,moscow
,RUB,6652205,null,14916907,15.004057005916776,23.783333333333335,32152926,moscow
